SOURCE: Related article,METHODS: Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium Colonies (x103 m-3),Trichodesmium Free trichomes (x106 m-3),Trichodesmium Total Trichomes (x106 m-3),UCYN-A Cells (x106 m-3),UCYN-B Cells (x106 m-3),UCYN-C Cells (x106 m-3),UCYN Cells (x106 m-3),Richelia Associated Species,Richelia intracellularis (x106 m-3),Calothrix Associated Species,Calothrix intracellularis  (x106 m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes
,Epifluorescence Microscopy ,10/7/1996,31.83,-64.17,1,0.069,,0.01,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,11/5/1996,31.83,-64.17,1,0.016,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,12/11/1996,31.83,-64.17,1,0.000,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,1/14/1997,31.83,-64.17,1,0.001,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,2/5/1997,31.83,-64.17,1,0.002,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,3/6/1997,31.83,-64.17,1,0.002,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,4/8/1997,31.83,-64.17,1,0.000,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,5/7/1997,31.83,-64.17,1,0.000,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,6/9/1997,31.83,-64.17,1,0.002,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,7/16/1997,31.83,-64.17,1,0.014,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,9/8/1997,31.83,-64.17,1,0.004,,0.00,,,,,,,,,,,,,,,
,Epifluorescence Microscopy ,11/13/1997,31.83,-64.17,1,0.014,,0.00,,,,,,,,,,,,,,,
"Poulton et al. (2009), doi:10.1029/2009GL039719",Standard Light Microscopy,1/28/2005,-28.23,38.22,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.070,0.060,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/28/2005,-28.18,38.43,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.060,0.070,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/28/2005,-28.18,38.43,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.080,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/28/2005,-28.17,38.45,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.070,0.070,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/28/2005,-28.17,38.45,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.150,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/28/2005,-28.15,38.56,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.010,0.070,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/28/2005,-28.10,38.90,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.010,0.070,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/28/2005,-28.04,39.27,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.020,0.050,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/28/2005,-27.98,39.60,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.030,0.050,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.92,39.95,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.010,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.90,40.04,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.010,0.050,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.88,40.17,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.020,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.85,40.32,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.020,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.82,40.45,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.030,0.060,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.80,40.60,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.020,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.77,40.75,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.050,0.030,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.74,40.90,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.060,0.000,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.72,41.04,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.020,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.69,41.19,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.020,0.030,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.66,41.34,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.020,0.010,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.64,41.49,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.020,0.030,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.61,41.65,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.210,0.060,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.58,41.80,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.140,0.060,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.55,41.95,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.160,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.52,42.11,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.110,0.050,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.50,42.25,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.120,0.050,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.50,42.41,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.110,0.060,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.50,42.55,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.100,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.50,42.69,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.090,0.030,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.50,42.83,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.080,0.030,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.50,42.96,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.110,0.050,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/29/2005,-27.50,43.09,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.140,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.51,43.23,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.190,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,43.36,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.200,0.030,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,43.49,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.200,0.030,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,43.59,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.200,0.030,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,43.70,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.200,0.190,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,43.81,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.310,0.050,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,43.95,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.250,0.030,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,44.09,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.270,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,44.24,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.240,0.040,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,44.39,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.260,0.060,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,44.52,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.100,0.060,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,44.69,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.180,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,44.84,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.490,0.090,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,44.98,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.440,0.150,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.50,45.15,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.350,0.100,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.48,45.25,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.320,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.35,45.19,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.390,0.070,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.23,45.13,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.450,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.13,45.08,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.420,0.090,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-27.00,45.01,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.390,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-26.95,45.03,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.370,0.090,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-26.97,45.06,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.320,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/30/2005,-26.92,45.01,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.330,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/31/2005,-26.88,44.97,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.300,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/31/2005,-26.72,44.88,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.330,0.090,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/31/2005,-26.53,44.78,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.270,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/31/2005,-26.45,44.75,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.130,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/31/2005,-26.44,44.85,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.150,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/31/2005,-26.45,44.98,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.190,0.080,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/31/2005,-26.47,45.06,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.220,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,1/31/2005,-26.57,45.11,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.210,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-26.66,45.16,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.210,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-26.75,45.20,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.190,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-26.84,45.25,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.160,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-26.94,45.29,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.160,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-27.04,45.34,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.120,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-27.08,45.36,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.160,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-27.11,45.38,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.160,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-27.11,45.38,5,0.400,0.08,0.16,,,,,Rhizosolenia sp,0.0100,,,,,0.190,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-27.28,45.46,5,0.000,0.00,0.00,,,,,Rhizosolenia sp,0.0000,,,,,0.120,,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
,Standard Light Microscopy,2/1/2005,-27.33,45.48,5,0.500,0.04,0.14,,,,,Rhizosolenia sp,0.0125,,,,,0.370,0.050,,,Richelia counts are derived from Rhizosolenia cell counts: assuming each Rhizosolenia cell contains 5 Richelia intracellularis and each Richelia intracellularis contains 6 cells.
